Program,Year,Period,Commodity,Data Item,Domain,Value,CV (%)
SURVEY,1995,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.7,
SURVEY,1995,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,60.2,
SURVEY,1995,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,105,
SURVEY,1995,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,36.8,
SURVEY,1995,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.2,
SURVEY,1995,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.1,
SURVEY,1995,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,100,
SURVEY,1995,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,31.2,
SURVEY,1995,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.3,
SURVEY,1995,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.9,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY",TOTAL,"10,500",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,5.5,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,19,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,5.5,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,27,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,43,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"5,700",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"2,100",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,300,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"10,000",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"9,900",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",TOTAL,"28,000",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",9.5,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",1.9,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",58,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",25,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",5.6,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES","20,800",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES",50,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES","14,010",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES","13,800",
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES",340,
SURVEY,1995,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY",TOTAL,"49,000",
SURVEY,1995,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,118,
SURVEY,1995,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42.5,
SURVEY,1995,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52,
SURVEY,1995,FEB,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,65,
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"35,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"870,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,690,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"190,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,500,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"85,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"50,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"690,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,750,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"2,850,000,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,760,
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"150,000",
SURVEY,1995,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"330,000",
SURVEY,1995,JAN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,115,
SURVEY,1995,JAN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,40.2,
SURVEY,1995,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50,
SURVEY,1995,JAN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,63.6,
SURVEY,1995,JUL,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,103,
SURVEY,1995,JUL,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,36.9,
SURVEY,1995,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.1,
SURVEY,1995,JUL,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.8,
SURVEY,1995,JUN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,107,
SURVEY,1995,JUN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,40,
SURVEY,1995,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,48.9,
SURVEY,1995,JUN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,61.2,
SURVEY,1995,MAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,116,
SURVEY,1995,MAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,39.8,
SURVEY,1995,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,49.5,
SURVEY,1995,MAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,63,
SURVEY,1995,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,100",
SURVEY,1995,MAY,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,106,
SURVEY,1995,MAY,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,37.6,
SURVEY,1995,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.5,
SURVEY,1995,MAY,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.8,
SURVEY,1995,NOV,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,103,
SURVEY,1995,NOV,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,30.3,
SURVEY,1995,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42.6,
SURVEY,1995,NOV,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.7,
SURVEY,1995,OCT,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,110,
SURVEY,1995,OCT,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,32.9,
SURVEY,1995,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.9,
SURVEY,1995,OCT,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.2,
SURVEY,1995,SEP,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,107,
SURVEY,1995,SEP,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,34.7,
SURVEY,1995,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45,
SURVEY,1995,SEP,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.2,
SURVEY,1995,YEAR,CATTLE,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.7,
SURVEY,1994,APR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,129,
SURVEY,1994,APR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.7,
SURVEY,1994,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55.1,
SURVEY,1994,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,65.2,
SURVEY,1994,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,121,
SURVEY,1994,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.9,
SURVEY,1994,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50.4,
SURVEY,1994,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.4,
SURVEY,1994,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,117,
SURVEY,1994,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,36.8,
SURVEY,1994,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.7,
SURVEY,1994,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,60.4,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY",TOTAL,"10,000",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,5.7,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,17,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,5.3,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,28,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,44,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"6,100",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"2,100",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,300,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"10,300",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"10,200",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",TOTAL,"29,000",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",9.2,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",1.6,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",58,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",26,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN PCT BY SIZE GROUP","INVENTORY OF CATTLE, INCL CALVES",5.2,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES","21,500",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES",50,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES","14,030",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES","14,100",
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","INVENTORY OF CATTLE, INCL CALVES",320,
SURVEY,1994,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY",TOTAL,"50,000",
SURVEY,1994,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,128,
SURVEY,1994,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.3,
SURVEY,1994,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54.2,
SURVEY,1994,FEB,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,63.7,
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"35,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"900,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,690,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"190,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,500,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"90,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"50,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"720,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,850,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"2,945,250,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,765,
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"145,000",
SURVEY,1994,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"365,000",
SURVEY,1994,JAN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,131,
SURVEY,1994,JAN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46,
SURVEY,1994,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52.7,
SURVEY,1994,JAN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,62,
SURVEY,1994,JUL,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,118,
SURVEY,1994,JUL,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,44.4,
SURVEY,1994,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,49.9,
SURVEY,1994,JUL,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,57.4,
SURVEY,1994,JUN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,128,
SURVEY,1994,JUN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,44.1,
SURVEY,1994,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50,
SURVEY,1994,JUN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.1,
SURVEY,1994,MAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,131,
SURVEY,1994,MAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.5,
SURVEY,1994,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55,
SURVEY,1994,MAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,65.3,
SURVEY,1994,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,160",
SURVEY,1994,MAY,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,130,
SURVEY,1994,MAY,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.2,
SURVEY,1994,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,53.3,
SURVEY,1994,MAY,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,61.6,
SURVEY,1994,NOV,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,123,
SURVEY,1994,NOV,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,37.5,
SURVEY,1994,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.8,
SURVEY,1994,NOV,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.7,
SURVEY,1994,OCT,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,124,
SURVEY,1994,OCT,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,39.1,
SURVEY,1994,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.5,
SURVEY,1994,OCT,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.2,
SURVEY,1994,SEP,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,127,
SURVEY,1994,SEP,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42.4,
SURVEY,1994,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,49.3,
SURVEY,1994,SEP,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.7,
SURVEY,1994,YEAR,CATTLE,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50.9,
SURVEY,1993,APR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,128,
SURVEY,1993,APR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,49.3,
SURVEY,1993,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.8,
SURVEY,1993,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,74.3,
SURVEY,1993,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,128,
SURVEY,1993,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,49.9,
SURVEY,1993,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,57.4,
SURVEY,1993,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,67.7,
SURVEY,1993,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,137,
SURVEY,1993,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,44.8,
SURVEY,1993,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.9,
SURVEY,1993,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,61.6,
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY",TOTAL,"9,800",
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,6.1,
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,17,
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,4.9,
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,28,
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, MILK - INVENTORY, MEASURED IN PCT BY SIZE GROUP",INVENTORY OF MILK COWS,44,
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"6,700",
SURVEY,1993,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",INVENTORY OF MILK COWS,"2,100",
